Profile Summary
Generated on: 2023-09-07 17:31:58
Msec since Epoch: 1694122318580
Profiled application: Bert_layer
Target platform: Xilinx
Tool version: 2022.1
XRT build version: 2.13.479
Build version branch: 2022.1
Build version hash: 5e92a513c6950e79638b1a879ddb882da34fc683
Build version date: N/A
Target devices: xilinx_u280_gen3x16_xdma_base_1-1
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,30,1.1796,0.010635,0.0393199,0.436498,
clCreateCommandQueue,2,0.018435,0.003468,0.0092175,0.014967,
clCreateContext,2,15.2296,6.84592,7.61478,8.38364,
clCreateKernel,1,1.44371,1.44371,1.44371,1.44371,
clCreateProgramWithBinary,2,1349.53,480.176,674.766,869.356,
clEnqueueMigrateMemObjects,2,0.394321,0.003974,0.19716,0.390347,
clEnqueueTask,1,0.213797,0.213797,0.213797,0.213797,
clFinish,1,114.773,114.773,114.773,114.773,
clGetDeviceIDs,2,0.008189,0.001561,0.0040945,0.006628,
clGetDeviceInfo,4,12.5865,0.002235,3.14661,7.00288,
clGetEventProfilingInfo,2,0.005652,0.002141,0.002826,0.003511,
clGetExtensionFunctionAddress,1,0.021174,0.021174,0.021174,0.021174,
clGetExtensionFunctionAddressForPlatform,1,0.006226,0.006226,0.006226,0.006226,
clGetPlatformInfo,4,0.01078,0.001177,0.002695,0.00564,
clReleaseCommandQueue,2,0.077187,0.031471,0.0385935,0.045716,
clReleaseContext,2,0.006162,0.003073,0.003081,0.003089,
clReleaseDevice,8,0.016308,0.000855,0.0020385,0.004491,
clReleaseEvent,1,0.011002,0.011002,0.011002,0.011002,
clReleaseKernel,1,7.60364,7.60364,7.60364,7.60364,
clReleaseMemObject,90,0.123025,0.000685,0.00136694,0.025554,
clReleaseProgram,1,0.002595,0.002595,0.002595,0.002595,
clRetainDevice,8,0.013665,0.000643,0.00170813,0.00509,
clRetainMemObject,60,0.056966,0.000801,0.000949433,0.001913,
clSetKernelArg,30,0.041224,0.000965,0.00137413,0.006018,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
Bert_layer,1,113.91,113.91,113.91,113.91,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
29469184,Bert_layer,1,1,xilinx_u280_gen3x16_xdma_base_1-1,1722.95,113.91,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,1,1,1722,0.876519,7141.44,8147.5,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
7208960,1,1,1837.01,0.063686,36.864,578.84,

Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context1:1,READ,1,578.84,100,36.864,0.063686,0.063686,
context1:1,WRITE,1,8147.5,100,7141.44,0.876519,0.876519,

Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),









Guidance Parameters
Parameter,Element,Value,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[1],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[2],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[3],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[4],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[5],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|HOST[0],0,
PLRAM_DEVICE,all,1,
HBM_DEVICE,all,1,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
KERNEL_COUNT,Bert_layer,1,
TRACE_MEMORY,all,FIFO,
PLRAM_SIZE_BYTES,xilinx_u280_gen3x16_xdma_base_1-1,0,
TRACE_BUFFER_FULL,xilinx_u280_gen3x16_xdma_base_1-1,false
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|HBM,256,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|DDR,512,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM,512,
APPLICATION_RUN_TIME_MS,all,1946.88,
MIGRATE_MEM,host,2,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,2,
CU_CONTEXT_EN,all,0,
MAX_PARALLEL_KERNEL_ENQUEUES,Bert_layer,1,
COMMAND_QUEUE_OOO,37576672,0,
KERNEL_BUFFER_INFO,Bert_layer|v323|HBM[0]|1,36864,
KERNEL_BUFFER_INFO,Bert_layer|v324|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v325|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v326|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v327|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v328|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v329|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v330|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v331|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v332|HBM[0]|1,2359296,
KERNEL_BUFFER_INFO,Bert_layer|v333|HBM[0]|1,6144,
KERNEL_BUFFER_INFO,Bert_layer|v334|HBM[0]|1,2359296,
KERNEL_BUFFER_INFO,Bert_layer|v335|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v336|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v337|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v338|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v339|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v340|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v341|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v342|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v343|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v344|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v345|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v346|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v347|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v348|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v349|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v350|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v351|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v352|HBM[0]|1,36864,
BUFFER_RD_ACTIVE_TIME_MS,all,0.063686,
BUFFER_WR_ACTIVE_TIME_MS,all,0.876519,
BUFFER_TX_ACTIVE_TIME_MS,all,115.073,
TOTAL_KERNEL_RUN_TIME_MS,all,0,
XRT_INI_SETTING,opencl_summary,0,Generation of OpenCL summary report (deprecated)
XRT_INI_SETTING,opencl_trace,1,Generation of trace of OpenCL APIs and memory transfers
XRT_INI_SETTING,opencl_device_counter,0,Hardware counters added to OpenCL summary file (deprecated)
XRT_INI_SETTING,device_counters,1,Hardware counters added to summary file
XRT_INI_SETTING,host_trace,0,Enable the top level of host trace
XRT_INI_SETTING,native_xrt_trace,0,Generation of Native XRT API function trace
XRT_INI_SETTING,xrt_trace,0,Generation of hardware SHIM function trace
XRT_INI_SETTING,data_transfer_trace,off,Collection of data from PL monitors and added to summary and trace (deprecated)
XRT_INI_SETTING,device_trace,fine,Collection of data from PL monitors and added to summary and trace
XRT_INI_SETTING,power_profile,0,Polling of power data during execution of application
XRT_INI_SETTING,power_profile_interval_ms,20,Interval for reading power data (in ms)
XRT_INI_SETTING,stall_trace,off,Enables hardware generation of stalls in compute units
XRT_INI_SETTING,trace_buffer_size,1M,Size of buffer to allocate for trace (memory offload only)
XRT_INI_SETTING,verbosity,4,Verbosity level
XRT_INI_SETTING,continuous_trace,0,Continuous offloading of trace from memory to host
XRT_INI_SETTING,trace_buffer_offload_interval_ms,10,Interval for reading of device data to host (in ms)
XRT_INI_SETTING,trace_file_dump_interval_s,5,Interval for dumping files to host (in s)
XRT_INI_SETTING,lop_trace,0,Generation of lower overhead OpenCL trace. Should not be used with other OpenCL options.
XRT_INI_SETTING,debug_mode,batch,Debug mode (emulation only)
XRT_INI_SETTING,aie_trace,0,Generation of AI Engine trace
XRT_INI_SETTING,aie_trace_buffer_size,8M,Size of buffer to allocate for AI Engine trace
XRT_INI_SETTING,aie_trace_metrics,functions,Configuration level used for AI Engine trace
XRT_INI_SETTING,aie_trace_periodic_offload,1,Periodic offloading of aie trace from memory to host
XRT_INI_SETTING,aie_trace_buffer_offload_interval_ms,10,Interval for reading of device aie trace data to host (in ms)
XRT_INI_SETTING,aie_trace_file_dump_interval_s,5,Interval for dumping aie trace files to host (in s)
XRT_INI_SETTING,aie_profile,0,Generation of AI Engine profiling
XRT_INI_SETTING,aie_profile_interval_us,1000,Interval for reading AI Engine profile counters (in us)
XRT_INI_SETTING,aie_profile_core_metrics,,Metric set for AI Engine core modules
XRT_INI_SETTING,aie_profile_memory_metrics,,Metric set for AI Engine memory modules
XRT_INI_SETTING,aie_profile_interface_metrics,,Metric set for AI Engine interface modules
XRT_INI_SETTING,aie_status,0,Generation of AI Engine debug/status
XRT_INI_SETTING,aie_status_interval_us,1000,Interval for reading AI Engine debug/status registers (in us)
XRT_INI_SETTING,vitis_ai_profile,0,Generation of Vitis AI summary and trace (Vitis AI designs only)
