Profile Summary
Generated on: 2023-09-07 16:37:15
Msec since Epoch: 1694119035401
Profiled application: Bert_layer
Target platform: Xilinx
Tool version: 2022.1
XRT build version: 2.13.479
Build version branch: 2022.1
Build version hash: 5e92a513c6950e79638b1a879ddb882da34fc683
Build version date: N/A
Target devices: xilinx_u280_gen3x16_xdma_base_1-1
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,30,1.0403,0.010412,0.0346768,0.187656,
clCreateCommandQueue,2,0.024572,0.003742,0.012286,0.02083,
clCreateContext,2,18.1552,8.36353,9.0776,9.79168,
clCreateKernel,1,1.57822,1.57822,1.57822,1.57822,
clCreateProgramWithBinary,2,1615.01,500.27,807.506,1114.74,
clEnqueueMigrateMemObjects,2,0.368071,0.004432,0.184035,0.363639,
clEnqueueTask,1,0.12036,0.12036,0.12036,0.12036,
clFinish,1,114.889,114.889,114.889,114.889,
clGetDeviceIDs,2,0.01343,0.00322,0.006715,0.01021,
clGetDeviceInfo,4,14.7712,0.002844,3.69281,7.87815,
clGetEventProfilingInfo,2,0.009428,0.002415,0.004714,0.007013,
clGetExtensionFunctionAddress,1,0.031911,0.031911,0.031911,0.031911,
clGetExtensionFunctionAddressForPlatform,1,0.009924,0.009924,0.009924,0.009924,
clGetPlatformInfo,4,0.016721,0.001396,0.00418025,0.009386,
clReleaseCommandQueue,2,0.109254,0.050946,0.054627,0.058308,
clReleaseContext,2,0.008043,0.003852,0.0040215,0.004191,
clReleaseDevice,8,0.024431,0.001198,0.00305388,0.00772,
clReleaseEvent,1,0.018101,0.018101,0.018101,0.018101,
clReleaseKernel,1,11.5505,11.5505,11.5505,11.5505,
clReleaseMemObject,90,0.113876,0.00086,0.00126529,0.010196,
clReleaseProgram,1,0.003002,0.003002,0.003002,0.003002,
clRetainDevice,8,0.01901,0.000765,0.00237625,0.00647,
clRetainMemObject,60,0.061244,0.000813,0.00102073,0.001933,
clSetKernelArg,30,0.04076,0.001036,0.00135867,0.005706,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
Bert_layer,1,113.864,113.864,113.864,113.864,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
34023936,Bert_layer,1,1,xilinx_u280_gen3x16_xdma_base_1-1,2104.09,113.864,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,1,1,2103.04,0.987863,7141.44,7229.18,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
7208960,1,1,2218.03,0.06415,36.864,574.653,

Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context1:1,READ,1,574.653,100,36.864,0.06415,0.06415,
context1:1,WRITE,1,7229.18,100,7141.44,0.987863,0.987863,

Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),









Guidance Parameters
Parameter,Element,Value,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[1],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[2],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[3],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[4],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM[5],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-1|HOST[0],0,
PLRAM_DEVICE,all,1,
HBM_DEVICE,all,1,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
KERNEL_COUNT,Bert_layer,1,
TRACE_MEMORY,all,FIFO,
PLRAM_SIZE_BYTES,xilinx_u280_gen3x16_xdma_base_1-1,0,
TRACE_BUFFER_FULL,xilinx_u280_gen3x16_xdma_base_1-1,false
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|HBM,256,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|DDR,512,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-1|PLRAM,512,
APPLICATION_RUN_TIME_MS,all,2371.31,
MIGRATE_MEM,host,2,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,2,
CU_CONTEXT_EN,all,0,
MAX_PARALLEL_KERNEL_ENQUEUES,Bert_layer,1,
COMMAND_QUEUE_OOO,42131424,0,
KERNEL_BUFFER_INFO,Bert_layer|v323|HBM[0]|1,36864,
KERNEL_BUFFER_INFO,Bert_layer|v324|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v325|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v326|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v327|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v328|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v329|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v330|HBM[0]|1,589824,
KERNEL_BUFFER_INFO,Bert_layer|v331|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v332|HBM[0]|1,2359296,
KERNEL_BUFFER_INFO,Bert_layer|v333|HBM[0]|1,6144,
KERNEL_BUFFER_INFO,Bert_layer|v334|HBM[0]|1,2359296,
KERNEL_BUFFER_INFO,Bert_layer|v335|HBM[0]|1,1536,
KERNEL_BUFFER_INFO,Bert_layer|v336|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v337|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v338|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v339|HBM[0]|1,3072,
KERNEL_BUFFER_INFO,Bert_layer|v340|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v341|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v342|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v343|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v344|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v345|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v346|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v347|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v348|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v349|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v350|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v351|HBM[0]|1,48,
KERNEL_BUFFER_INFO,Bert_layer|v352|HBM[0]|1,36864,
BUFFER_RD_ACTIVE_TIME_MS,all,0.06415,
BUFFER_WR_ACTIVE_TIME_MS,all,0.987863,
BUFFER_TX_ACTIVE_TIME_MS,all,115.054,
TOTAL_KERNEL_RUN_TIME_MS,all,0,
XRT_INI_SETTING,opencl_summary,0,Generation of OpenCL summary report (deprecated)
XRT_INI_SETTING,opencl_trace,1,Generation of trace of OpenCL APIs and memory transfers
XRT_INI_SETTING,opencl_device_counter,0,Hardware counters added to OpenCL summary file (deprecated)
XRT_INI_SETTING,device_counters,1,Hardware counters added to summary file
XRT_INI_SETTING,host_trace,0,Enable the top level of host trace
XRT_INI_SETTING,native_xrt_trace,0,Generation of Native XRT API function trace
XRT_INI_SETTING,xrt_trace,0,Generation of hardware SHIM function trace
XRT_INI_SETTING,data_transfer_trace,off,Collection of data from PL monitors and added to summary and trace (deprecated)
XRT_INI_SETTING,device_trace,fine,Collection of data from PL monitors and added to summary and trace
XRT_INI_SETTING,power_profile,0,Polling of power data during execution of application
XRT_INI_SETTING,power_profile_interval_ms,20,Interval for reading power data (in ms)
XRT_INI_SETTING,stall_trace,off,Enables hardware generation of stalls in compute units
XRT_INI_SETTING,trace_buffer_size,1M,Size of buffer to allocate for trace (memory offload only)
XRT_INI_SETTING,verbosity,4,Verbosity level
XRT_INI_SETTING,continuous_trace,0,Continuous offloading of trace from memory to host
XRT_INI_SETTING,trace_buffer_offload_interval_ms,10,Interval for reading of device data to host (in ms)
XRT_INI_SETTING,trace_file_dump_interval_s,5,Interval for dumping files to host (in s)
XRT_INI_SETTING,lop_trace,0,Generation of lower overhead OpenCL trace. Should not be used with other OpenCL options.
XRT_INI_SETTING,debug_mode,batch,Debug mode (emulation only)
XRT_INI_SETTING,aie_trace,0,Generation of AI Engine trace
XRT_INI_SETTING,aie_trace_buffer_size,8M,Size of buffer to allocate for AI Engine trace
XRT_INI_SETTING,aie_trace_metrics,functions,Configuration level used for AI Engine trace
XRT_INI_SETTING,aie_trace_periodic_offload,1,Periodic offloading of aie trace from memory to host
XRT_INI_SETTING,aie_trace_buffer_offload_interval_ms,10,Interval for reading of device aie trace data to host (in ms)
XRT_INI_SETTING,aie_trace_file_dump_interval_s,5,Interval for dumping aie trace files to host (in s)
XRT_INI_SETTING,aie_profile,0,Generation of AI Engine profiling
XRT_INI_SETTING,aie_profile_interval_us,1000,Interval for reading AI Engine profile counters (in us)
XRT_INI_SETTING,aie_profile_core_metrics,,Metric set for AI Engine core modules
XRT_INI_SETTING,aie_profile_memory_metrics,,Metric set for AI Engine memory modules
XRT_INI_SETTING,aie_profile_interface_metrics,,Metric set for AI Engine interface modules
XRT_INI_SETTING,aie_status,0,Generation of AI Engine debug/status
XRT_INI_SETTING,aie_status_interval_us,1000,Interval for reading AI Engine debug/status registers (in us)
XRT_INI_SETTING,vitis_ai_profile,0,Generation of Vitis AI summary and trace (Vitis AI designs only)
